name,type,expr,t_ref,reason,our_count
P33678,pdn,!a*!b*!d+b*!c*d+!b*c+!a*c,8,suboptimal,9
P33678,pun,!a*!b*!d+b*!c*d+!b*c+!a*c,8,suboptimal,10
P33679,pdn,b*!c*d+!b*c+!a*c,6,suboptimal,9
P33679,pun,b*!c*d+!b*c+!a*c,6,suboptimal,9
P33684,pdn,!b*!c*!d+b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c,10,suboptimal,14
P33684,pun,!b*!c*!d+b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c,10,suboptimal,19
P33685,pdn,a*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c,9,suboptimal,13
P33685,pun,a*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c,9,suboptimal,16
P33686,pdn,!a*!b*!c*!d+b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c,10,failed,
P33686,pun,!a*!b*!c*!d+b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c,10,suboptimal,19
P33687,pdn,b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c,8,suboptimal,16
P33687,pun,b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c,8,suboptimal,11
P33688,pdn,!a*!c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*b,9,suboptimal,11
P33688,pun,!a*!c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*b,9,suboptimal,12
P33689,pun,a*!b*!d+b*!c*d+!b*c*d+!a*b,8,suboptimal,9
P33690,pdn,!a*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b,9,suboptimal,13
P33690,pun,!a*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b,9,suboptimal,12
P33691,pdn,b*!c*d+!b*c*d+a*!b*c+!a*b,7,suboptimal,11
P33691,pun,b*!c*d+!b*c*d+a*!b*c+!a*b,7,suboptimal,9
P33692,pdn,!b*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c,9,suboptimal,13
P33692,pun,!b*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c,9,suboptimal,16
P33693,pdn,a*!b*!d+b*!c*d+!b*c*d+!a*b*c,9,suboptimal,17
P33693,pun,a*!b*!d+b*!c*d+!b*c*d+!a*b*c,9,suboptimal,11
P33694,pdn,!a*!b*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c,10,suboptimal,17
P33694,pun,!a*!b*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c,10,suboptimal,16
P33695,pdn,b*!c*d+!b*c*d+a*!b*c+!a*b*c,8,suboptimal,14
P33695,pun,b*!c*d+!b*c*d+a*!b*c+!a*b*c,8,suboptimal,11
P33704,pdn,!b*!c*!d+b*!c*d+!b*c*d+!a*!d+!a*c,8,suboptimal,10
P33704,pun,!b*!c*!d+b*!c*d+!b*c*d+!a*!d+!a*c,8,suboptimal,9
P33705,pdn,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c+!a*b,9,suboptimal,11
P33705,pun,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c+!a*b,9,suboptimal,12
P33706,pdn,b*!c*d+!b*c*d+!a*!d+!a*c,7,suboptimal,8
P33706,pun,b*!c*d+!b*c*d+!a*!d+!a*c,7,suboptimal,8
P33707,pdn,b*!c*d+!b*c*d+!a*c+!a*b,6,suboptimal,8
P33708,pdn,!b*!c*!d+b*!c*d+!b*c*d+!a*c,8,suboptimal,10
P33708,pun,!b*!c*!d+b*!c*d+!b*c*d+!a*c,8,suboptimal,11
P33709,pdn,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c,9,suboptimal,10
P33709,pun,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c,9,suboptimal,13
P33710,pdn,!a*!b*!d+b*!c*d+!b*c*d+!a*c,7,suboptimal,9
P33711,pdn,b*!c*d+!b*c*d+!a*c,6,suboptimal,7
P33711,pun,b*!c*d+!b*c*d+!a*c,6,suboptimal,7
P33724,pdn,!b*!c*!d+b*!c*d+!b*c*d+!a*b*c,9,suboptimal,15
P33724,pun,!b*!c*!d+b*!c*d+!b*c*d+!a*b*c,9,suboptimal,11
P33725,pdn,a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*c,10,suboptimal,14
P33725,pun,a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*c,10,suboptimal,15
P33726,pdn,!a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*c,8,suboptimal,14
P33726,pun,!a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*c,8,suboptimal,10
P33727,pdn,b*!c*d+!b*c*d+!a*b*c,7,suboptimal,9
P33727,pun,b*!c*d+!b*c*d+!a*b*c,7,suboptimal,9
P33728,pdn,!a*c*d+!c*!d+b*!c+!b*c,7,suboptimal,9
P33728,pun,!a*c*d+!c*!d+b*!c+!b*c,7,suboptimal,9
P33729,pdn,a*!c*!d+!a*c*d+b*!c+!b*c,8,suboptimal,12
P33729,pun,a*!c*!d+!a*c*d+b*!c+!b*c,8,suboptimal,13
P33730,pdn,!a*!c*!d+!a*c*d+b*!c+!b*c,7,suboptimal,10
P33730,pun,!a*!c*!d+!a*c*d+b*!c+!b*c,7,suboptimal,11
P33731,pdn,!a*c*d+b*!c+!b*c,6,suboptimal,9
P33731,pun,!a*c*d+b*!c+!b*c,6,suboptimal,9
P33732,pdn,!a*b*d+a*b*!c+!b*!d+!b*c,8,suboptimal,11
P33732,pun,!a*b*d+a*b*!c+!b*!d+!b*c,8,suboptimal,11
P33733,pdn,a*!c*!d+b*!c*d+!a*c*d+!b*c,8,suboptimal,18
P33733,pun,a*!c*!d+b*!c*d+!a*c*d+!b*c,8,suboptimal,14
P33734,pdn,!a*!b*!d+!a*b*d+a*b*!c+!b*c,8,suboptimal,11
P33734,pun,!a*!b*!d+!a*b*d+a*b*!c+!b*c,8,suboptimal,12
P33735,pdn,!a*b*d+a*b*!c+!b*c,7,suboptimal,11
P33735,pun,!a*b*d+a*b*!c+!b*c,7,suboptimal,9
P33736,pdn,!a*!c*!d+b*!c*d+!a*c*d+!b*!d+!b*c,9,suboptimal,15
P33736,pun,!a*!c*!d+b*!c*d+!a*c*d+!b*!d+!b*c,9,suboptimal,11
P33737,pdn,a*!b*!d+b*!c*d+!a*c*d+!a*b*!c+!b*c,10,suboptimal,14
P33737,pun,a*!b*!d+b*!c*d+!a*c*d+!a*b*!c+!b*c,10,suboptimal,18
P33738,pdn,!a*!c*!d+b*!c*d+!a*c*d+!b*c,8,suboptimal,9
P33738,pun,!a*!c*!d+b*!c*d+!a*c*d+!b*c,8,suboptimal,13
P33739,pdn,b*!c*d+!a*c*d+!a*b*!c+!b*c,7,suboptimal,13
P33739,pun,b*!c*d+!a*c*d+!a*b*!c+!b*c,7,suboptimal,12
P33740,pdn,b*!c*d+!a*c*d+!b*!d+!b*c,7,suboptimal,11
P33740,pun,b*!c*d+!a*c*d+!b*!d+!b*c,7,suboptimal,12
P33741,pdn,a*!b*!d+b*!c*d+!a*c*d+!b*c,8,suboptimal,12
P33741,pun,a*!b*!d+b*!c*d+!a*c*d+!b*c,8,suboptimal,13
P33742,pdn,!a*!b*!d+b*!c*d+!a*c*d+!b*c,7,suboptimal,11
P33742,pun,!a*!b*!d+b*!c*d+!a*c*d+!b*c,7,suboptimal,14
P33743,pdn,b*!c*d+!a*c*d+!b*c,6,suboptimal,9
P33743,pun,b*!c*d+!a*c*d+!b*c,6,suboptimal,8
P33748,pdn,!b*!c*!d+!b*c*d+!a*b*d+a*b*!c+a*!b*c,9,suboptimal,15
P33748,pun,!b*!c*!d+!b*c*d+!a*b*d+a*b*!c+a*!b*c,9,suboptimal,13
P33749,pdn,a*!c*!d+b*!c*d+!b*c*d+!a*b*d+a*!b*c,8,suboptimal,11
P33749,pun,a*!c*!d+b*!c*d+!b*c*d+!a*b*d+a*!b*c,8,suboptimal,15
P33750,pdn,!a*!b*!c*!d+!b*c*d+!a*b*d+a*b*!c+a*!b*c,10,suboptimal,18
P33750,pun,!a*!b*!c*!d+!b*c*d+!a*b*d+a*b*!c+a*!b*c,10,suboptimal,15
P33751,pdn,!b*c*d+!a*b*d+a*b*!c+a*!b*c,7,suboptimal,11
P33751,pun,!b*c*d+!a*b*d+a*b*!c+a*!b*c,7,suboptimal,10
P33752,pdn,!a*!c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*c*d,9,suboptimal,12
P33752,pun,!a*!c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*c*d,9,suboptimal,15
P33753,pdn,a*!b*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c,9,suboptimal,10
P33753,pun,a*!b*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c,9,suboptimal,13
P33754,pdn,!a*!c*!d+b*!c*d+!a*c*d+a*!b*c,9,suboptimal,14
P33754,pun,!a*!c*!d+b*!c*d+!a*c*d+a*!b*c,9,suboptimal,10
P33755,pdn,b*!c*d+!a*c*d+!a*b*!c+a*!b*c,8,suboptimal,9
P33755,pun,b*!c*d+!a*c*d+!a*b*!c+a*!b*c,8,suboptimal,9
P33756,pdn,!b*!c*!d+b*!c*d+!a*c*d+a*!b*c,8,suboptimal,11
P33756,pun,!b*!c*!d+b*!c*d+!a*c*d+a*!b*c,8,suboptimal,13
P33757,pdn,a*!b*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,13
P33757,pun,a*!b*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,12
P33758,pdn,!a*!b*!c*!d+b*!c*d+!a*c*d+a*!b*c,9,suboptimal,11
P33758,pun,!a*!b*!c*!d+b*!c*d+!a*c*d+a*!b*c,9,suboptimal,16
P33759,pdn,b*!c*d+!a*c*d+a*!b*c,7,suboptimal,9
P33759,pun,b*!c*d+!a*c*d+a*!b*c,7,suboptimal,10
P33768,pdn,!b*!c*!d+!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,10,suboptimal,14
P33768,pun,!b*!c*!d+!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,10,suboptimal,13
P33769,pdn,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,11,suboptimal,15
P33769,pun,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,11,suboptimal,16
P33770,pdn,!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,11
P33770,pun,!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,10
P33771,pdn,b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,8,suboptimal,15
P33771,pun,b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,8,suboptimal,11
P33772,pdn,!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c,8,suboptimal,11
P33772,pun,!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c,8,suboptimal,14
P33773,pdn,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c,9,suboptimal,15
P33773,pun,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c,9,suboptimal,15
P33774,pdn,!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,10
P33774,pun,!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,11
P33775,pdn,b*!c*d+!b*c*d+!a*c*d+!a*!b*c,7,suboptimal,9
P33775,pun,b*!c*d+!b*c*d+!a*c*d+!a*!b*c,7,suboptimal,8
P33788,pdn,!b*!c*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,11
P33788,pun,!b*!c*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,12
P33789,pdn,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d,9,suboptimal,15
P33789,pun,a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d,9,suboptimal,15
P33790,pdn,!a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,10
P33790,pun,!a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d,8,suboptimal,11
P33791,pdn,b*!c*d+!b*c*d+!a*c*d,6,suboptimal,13
P33791,pun,b*!c*d+!b*c*d+!a*c*d,6,suboptimal,8
P34400,pdn,a*b*!d+!b*c*d+!a*c*d+a*b*!c+!c*!d+!a*!b,10,failed,
P34400,pun,a*b*!d+!b*c*d+!a*c*d+a*b*!c+!c*!d+!a*!b,10,suboptimal,17
P34401,pdn,b*!c*!d+a*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c,12,failed,
P34401,pun,b*!c*!d+a*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c,12,failed,
P34402,pdn,b*!c*!d+a*b*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b,10,suboptimal,15
P34402,pun,b*!c*!d+a*b*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b,10,suboptimal,18
P34403,pdn,b*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c,11,failed,
P34403,pun,b*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c,11,suboptimal,14
P34406,pdn,a*b*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b,9,failed,
P34406,pun,a*b*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b,9,suboptimal,19
P34407,pdn,a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c,11,suboptimal,20
P34407,pun,a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c,11,suboptimal,17
P34408,pdn,a*b*c*!d+a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b,11,failed,
P34408,pun,a*b*c*!d+a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b,11,failed,
P34409,pdn,a*!b*!c*!d+!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c,14,failed,
P34409,pun,a*!b*!c*!d+!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c,12,failed,
P34410,pdn,a*b*c*!d+a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b,11,failed,
P34410,pun,a*b*c*!d+a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b,11,suboptimal,18
P34411,pdn,!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c,12,failed,
P34411,pun,!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c,12,failed,
P34414,pdn,a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b,10,suboptimal,16
P34414,pun,a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b,10,suboptimal,14
P34415,pdn,a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c,10,failed,
P34415,pun,a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c,10,suboptimal,20
P34418,pdn,!a*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c,10,suboptimal,18
P34418,pun,!a*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c,10,suboptimal,16
P34419,pdn,b*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c,10,suboptimal,15
P34419,pun,b*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c,10,suboptimal,20
P34422,pdn,a*b*!d+!b*c*d+!a*c*d+!a*!b*!c+a*b*!c,10,suboptimal,16
P34422,pun,a*b*!d+!b*c*d+!a*c*d+!a*!b*!c+a*b*!c,10,suboptimal,18
P34423,pdn,a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c,9,failed,
P34423,pun,a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c,9,suboptimal,12
P34424,pdn,a*b*c*!d+a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d,12,failed,
P34424,pun,a*b*c*!d+a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d,12,failed,
P34425,pdn,a*!b*!c*!d+!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d,12,failed,
P34425,pun,a*!b*!c*!d+!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d,12,failed,
P34426,pdn,a*b*c*!d+a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d,11,suboptimal,13
P34426,pun,a*b*c*!d+a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d,11,suboptimal,16
P34427,pdn,!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d,11,failed,
P34427,pun,!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d,11,suboptimal,20
P34430,pdn,a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*!c,10,failed,
P34430,pun,a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*!c,10,suboptimal,17
P34431,pdn,a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d,10,suboptimal,17
P34431,pun,a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d,10,suboptimal,19
P34432,pdn,a*b*!c+!c*!d+!b*c+!a*c+!a*!b,8,suboptimal,10
P34432,pun,a*b*!c+!c*!d+!b*c+!a*c+!a*!b,8,suboptimal,10
P34433,pdn,a*!b*!d+!a*b*!d+!a*!b*d+a*b*!c+!b*c+!a*c,10,suboptimal,17
P34433,pun,a*!b*!d+!a*b*!d+!a*!b*d+a*b*!c+!b*c+!a*c,10,suboptimal,12
P34434,pdn,a*b*!c+!a*!d+!b*c+!a*c+!a*!b,8,suboptimal,20
P34434,pun,a*b*!c+!a*!d+!b*c+!a*c+!a*!b,8,suboptimal,12
P34435,pdn,!a*b*!d+!a*!b*d+a*b*!c+!b*c+!a*c,9,suboptimal,15
P34435,pun,!a*b*!d+!a*!b*d+a*b*!c+!b*c+!a*c,9,failed,
P34438,pdn,a*b*!c+!b*c+!a*c+!a*!b,7,suboptimal,9
P34439,pdn,!a*!b*d+a*b*!c+!b*c+!a*c,8,suboptimal,9
P34439,pun,!a*!b*d+a*b*!c+!b*c+!a*c,8,suboptimal,12
P34440,pdn,a*b*!c*d+!b*!d+!a*!d+!b*c+!a*c+!a*!b,9,suboptimal,14
P34440,pun,a*b*!c*d+!b*!d+!a*!d+!b*c+!a*c+!a*!b,9,suboptimal,14
P34441,pdn,a*b*!c*d+a*!b*!d+!a*b*!d+!a*!b*d+!b*c+!a*c,10,suboptimal,12
P34441,pun,a*b*!c*d+a*!b*!d+!a*b*!d+!a*!b*d+!b*c+!a*c,10,failed,
P34442,pdn,a*b*!c*d+!a*!d+!b*c+!a*c+!a*!b,9,suboptimal,15
P34442,pun,a*b*!c*d+!a*!d+!b*c+!a*c+!a*!b,9,suboptimal,12
P34443,pdn,a*b*!c*d+!a*b*!d+!a*!b*d+!b*c+!a*c,10,suboptimal,13
P34443,pun,a*b*!c*d+!a*b*!d+!a*!b*d+!b*c+!a*c,10,failed,
P34446,pdn,a*b*!c*d+!b*c+!a*c+!a*!b,8,suboptimal,12
P34446,pun,a*b*!c*d+!b*c+!a*c+!a*!b,8,suboptimal,9
P34447,pdn,a*b*!c*d+!a*!b*d+!b*c+!a*c,8,suboptimal,9
P34447,pun,a*b*!c*d+!a*!b*d+!b*c+!a*c,8,suboptimal,11
P34448,pdn,!a*!b*d+a*b*!c+a*!b*c+!a*b*c+!c*!d,9,suboptimal,13
P34448,pun,!a*!b*d+a*b*!c+a*!b*c+!a*b*c+!c*!d,9,suboptimal,11
P34449,pdn,a*!c*!d+!a*b*!d+!a*c*d+!a*!b*d+a*b*!c+a*!b*c,10,suboptimal,13
P34449,pun,a*!c*!d+!a*b*!d+!a*c*d+!a*!b*d+a*b*!c+a*!b*c,10,suboptimal,17
P34450,pdn,!a*!c*!d+!a*!b*d+a*b*!c+a*!b*c+!a*b*c,9,suboptimal,19
P34450,pun,!a*!c*!d+!a*!b*d+a*b*!c+a*!b*c+!a*b*c,10,suboptimal,12
P34451,pdn,b*!c*!d+!a*!b*d+a*b*!c+a*!b*c+!a*b*c,9,failed,
P34451,pun,b*!c*!d+!a*!b*d+a*b*!c+a*!b*c+!a*b*c,9,suboptimal,18
P34454,pdn,!b*c*d+!a*!b*!c+a*b*!c+a*!b*c+!a*b*c,9,suboptimal,13
P34454,pun,!b*c*d+!a*!b*!c+a*b*!c+a*!b*c+!a*b*c,9,suboptimal,15
P34455,pdn,!a*!b*d+a*b*!c+a*!b*c+!a*b*c,9,suboptimal,14
P34455,pun,!a*!b*d+a*b*!c+a*!b*c+!a*b*c,9,suboptimal,13
P34456,pdn,a*b*!c*d+a*!b*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*!c,11,suboptimal,14
P34456,pun,a*b*!c*d+a*!b*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*!c,11,suboptimal,12
P34457,pdn,a*b*!c*d+a*!b*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d,10,suboptimal,12
P34457,pun,a*b*!c*d+a*!b*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d,10,suboptimal,16
P34458,pdn,a*b*!c*d+!a*!c*!d+!a*!b*d+a*!b*c+!a*b*c,10,suboptimal,15
P34458,pun,a*b*!c*d+!a*!c*!d+!a*!b*d+a*!b*c+!a*b*c,10,suboptimal,12
P34459,pdn,a*b*!c*d+!a*b*!d+!a*c*d+!a*!b*d+a*!b*c,10,suboptimal,18
P34459,pun,a*b*!c*d+!a*b*!d+!a*c*d+!a*!b*d+a*!b*c,10,suboptimal,17
P34462,pdn,a*b*!c*d+!b*c*d+!a*!b*!c+a*!b*c+!a*b*c,10,suboptimal,18
P34462,pun,a*b*!c*d+!b*c*d+!a*!b*!c+a*!b*c+!a*b*c,10,suboptimal,19
P34463,pdn,a*b*!c*d+!a*!b*d+a*!b*c+!a*b*c,8,suboptimal,9
P34463,pun,a*b*!c*d+!a*!b*d+a*!b*c+!a*b*c,8,suboptimal,17
P34464,pdn,!b*c*d+a*b*!c+!c*!d+!a*c+!a*!b,9,suboptimal,11
P34464,pun,!b*c*d+a*b*!c+!c*!d+!a*c+!a*!b,9,suboptimal,11
P34465,pdn,a*!c*!d+!a*b*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c,10,suboptimal,14
P34465,pun,a*!c*!d+!a*b*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c,10,suboptimal,20
P34466,pdn,!b*c*d+a*b*!c+!a*!d+!a*c+!a*!b,9,suboptimal,10
P34466,pun,!b*c*d+a*b*!c+!a*!d+!a*c+!a*!b,9,suboptimal,11
P34467,pdn,!a*b*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c,9,suboptimal,16
P34467,pun,!a*b*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c,9,suboptimal,13
P34468,pdn,!b*!c*!d+!b*c*d+a*b*!c+!a*c+!a*!b,9,suboptimal,13
P34468,pun,!b*!c*!d+!b*c*d+a*b*!c+!a*c+!a*!b,9,suboptimal,15
P34469,pdn,a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c,9,suboptimal,14
P34469,pun,a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c,9,suboptimal,15
P34470,pdn,!b*c*d+a*b*!c+!a*c+!a*!b,8,suboptimal,11
P34471,pdn,!b*c*d+!a*!b*d+a*b*!c+!a*c,8,suboptimal,14
P34471,pun,!b*c*d+!a*!b*d+a*b*!c+!a*c,8,suboptimal,11
P34472,pdn,a*b*!c*d+!b*!c*!d+!b*c*d+!a*!d+!a*c+!a*!b,10,suboptimal,12
P34472,pun,a*b*!c*d+!b*!c*!d+!b*c*d+!a*!d+!a*c+!a*!b,10,suboptimal,12
P34473,pdn,a*!b*!c*!d+a*b*!c*d+!a*b*!d+!b*c*d+!a*!b*d+!a*c,11,failed,
P34473,pun,a*!b*!c*!d+a*b*!c*d+!a*b*!d+!b*c*d+!a*!b*d+!a*c,11,failed,
P34474,pdn,a*b*!c*d+!b*c*d+!a*!d+!a*c+!a*!b,9,suboptimal,19
P34475,pdn,a*b*!c*d+!a*b*!d+!b*c*d+!a*!b*d+!a*c,9,suboptimal,15
P34475,pun,a*b*!c*d+!a*b*!d+!b*c*d+!a*!b*d+!a*c,9,suboptimal,16
P34476,pdn,a*b*!c*d+!b*!c*!d+!b*c*d+!a*c+!a*!b,10,suboptimal,14
P34476,pun,a*b*!c*d+!b*!c*!d+!b*c*d+!a*c+!a*!b,10,suboptimal,17
P34477,pdn,a*!b*!c*!d+a*b*!c*d+!b*c*d+!a*!b*d+!a*c,10,suboptimal,20
P34477,pun,a*!b*!c*!d+a*b*!c*d+!b*c*d+!a*!b*d+!a*c,10,failed,
P34478,pdn,a*b*!c*d+!b*c*d+!a*c+!a*!b,8,suboptimal,15
P34478,pun,a*b*!c*d+!b*c*d+!a*c+!a*!b,8,suboptimal,11
P34479,pdn,a*b*!c*d+!b*c*d+!a*!b*d+!a*c,8,suboptimal,11
P34479,pun,a*b*!c*d+!b*c*d+!a*!b*d+!a*c,8,suboptimal,10
P34480,pdn,!b*c*d+!a*!b*d+a*b*!c+!a*b*c+!c*!d,9,suboptimal,18
P34480,pun,!b*c*d+!a*!b*d+a*b*!c+!a*b*c+!c*!d,9,suboptimal,13
P34481,pdn,a*!c*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c,10,suboptimal,18
P34481,pun,a*!c*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c,10,failed,
P34482,pdn,!a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c,10,suboptimal,17
P34482,pun,!a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c,10,suboptimal,15
P34483,pdn,b*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c,9,suboptimal,15
P34483,pun,b*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c,9,suboptimal,15
P34484,pdn,a*!c*!d+!b*c*d+!a*!b*!c+a*b*!c+!a*b*c,9,suboptimal,13
P34484,pun,a*!c*!d+!b*c*d+!a*!b*!c+a*b*!c+!a*b*c,9,suboptimal,19
P34485,pdn,a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c,10,suboptimal,18
P34485,pun,a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c,10,suboptimal,19
P34486,pdn,!b*c*d+!a*!b*!c+a*b*!c+!a*b*c,9,suboptimal,17
P34486,pun,!b*c*d+!a*!b*!c+a*b*!c+!a*b*c,9,suboptimal,12
P34487,pdn,!b*c*d+!a*!b*d+a*b*!c+!a*b*c,8,suboptimal,11
P34487,pun,!b*c*d+!a*!b*d+a*b*!c+!a*b*c,8,suboptimal,16
P34488,pdn,a*b*!c*d+!b*!c*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d,10,suboptimal,19
